         0   5.52056
       0.5   4.33315
         1    5.6493
       1.5   5.84532
         2   6.33494
       2.5   4.34265
         3   4.90567
       3.5   6.35469
         4   5.03332
       4.5   6.01191
         5   5.93219
       5.5   6.53661
         6   5.89435
       6.5    6.4902
         7   7.95669
       7.5   7.99859
         8   7.30714
       8.5   7.70189
         9   6.12481
       9.5   7.67091
        10    6.0489
      10.5   6.87866
        11   6.71169
      11.5   8.86253
        12   7.07004
      12.5   7.95283
        13   7.28937
      13.5   7.37643
        14   10.1968
      14.5   8.00477
        15    9.0388
      15.5   10.1673
        16   9.63792
      16.5   8.83809
        17   10.0127
      17.5   9.82286
        18   9.88075
      18.5   11.4683
        19   9.57755
      19.5   11.1641
        20   10.5802
      20.5   11.4597
        21   10.5007
      21.5   12.1246
        22   10.4499
      22.5   10.8074
        23   12.3232
      23.5   12.8071
        24   10.4093
      24.5    13.198
        25    12.078
      25.5   10.9082
        26   11.3766
      26.5   12.9397
        27   13.7707
      27.5   12.2967
        28   11.5925
      28.5   11.6101
        29   13.0731
      29.5   12.0393
        30   12.7148
      30.5   15.0619
        31   15.0066
      31.5   15.0028
        32      13.4
      32.5   14.3693
        33   14.0256
      33.5   15.3307
        34   14.7376
      34.5   15.3532
        35   15.0948
      35.5   13.7678
        36   15.1129
      36.5   16.7455
        37   16.8924
      37.5   16.4129
        38   15.2529
      38.5   16.7656
        39   16.6199
      39.5   15.9121
        40   17.0636
      40.5   15.6479
        41   16.6203
      41.5   18.0902
        42   18.0876
      42.5    16.741
        43   16.5869
      43.5   18.7301
        44   17.2511
      44.5     18.41
        45   19.3694
      45.5   18.4159
        46   18.7719
      46.5    19.526
        47   18.4187
      47.5   20.0219
        48   18.5953
      48.5   19.9943
        49   19.7527
      49.5   20.5829
        50   19.4475
      50.5   18.7975
        51   21.1508
      51.5   21.2104
        52    19.043
      52.5   21.3932
        53   20.8232
      53.5   20.3459
        54   21.0588
      54.5   20.1932
        55    21.858
      55.5   20.5724
        56   21.1411
      56.5   20.6283
        57   20.6626
      57.5   21.0787
        58   22.0693
      58.5   21.7995
        59   21.2088
      59.5   23.5704
        60   21.3095
      60.5   21.5282
        61   22.7863
      61.5   23.7314
        62   24.5543
      62.5    24.555
        63   23.9533
      63.5   23.1996
        64   24.4493
      64.5    23.456
        65   23.3825
      65.5   23.3468
        66   24.5535
      66.5   23.6832
        67   23.5572
      67.5   25.4464
        68   23.7764
      68.5   25.9304
        69   24.1923
      69.5   26.0852
        70   24.2236
      70.5   27.0003
        71   24.4576
      71.5   26.0147
        72   25.1286
      72.5   25.4702
        73   27.2934
      73.5    27.248
        74   27.1697
      74.5   28.2522
        75   27.4184
      75.5   27.9292
        76   26.0804
      76.5   26.3547
        77   27.6606
      77.5   26.4847
        78   26.6097
