10
100
0.36935	0.382161	0.664305	0.949188	1.00656	1.196	1.49569	1.69007	1.77629	2.06244	2.2807	2.38618	2.7953	3.04624	3.01218	3.13636	3.42204	3.69914	3.82803	4.07895	4.14149	4.47143	4.67224	4.87983	5.21001	5.37038	5.5022	5.64995	5.97561	6.18139	6.30943	6.64016	6.63729	7.00703	7.09377	7.44758	7.52713	7.59931	7.9815	8.02022	8.27955	8.51892	8.77727	8.93787	9.06092	9.22381	9.38963	9.55888	9.85491	9.98295	10.1707	10.5379	10.6152	10.8807	11.1442	11.332	11.4963	12.0167	11.9572	12.005	12.3198	12.5189	12.6568	12.8495	13.1081	13.2667	13.4096	13.6567	13.7826	14.1502	14.201	14.3992	14.5894	14.9358	15.108	15.3548	15.5086	15.6624	15.8218	16.1288	16.368	16.3841	16.6215	16.9711	17.0971	17.3034	17.3755	17.6953	17.8413	18.0857	18.3629	18.5808	18.6209	18.9123	19.0606	19.3422	19.3786	19.5957	19.9633	20.169	
0.268737	0.55689	0.853548	0.790788	0.941098	1.19851	1.61332	1.80941	2.01959	2.03074	2.20741	2.62159	2.71793	3.00667	3.12264	3.26226	3.45765	3.76533	3.81447	4.07157	4.43312	4.29762	4.63028	4.93828	5.22078	5.3966	5.60829	5.69458	5.66287	6.16885	6.30689	6.32652	6.71234	6.84895	7.04991	7.45116	7.40715	7.8259	7.87146	8.11047	8.36682	8.5745	8.69106	8.98595	9.08713	9.24626	9.75309	9.7101	9.94335	10.1412	10.3649	10.3175	10.5894	10.8581	11.2635	11.3481	11.5396	11.6983	11.8172	12.169	12.2724	12.6471	12.633	12.9198	13.2504	13.2589	13.6551	13.7096	13.819	14.0057	14.2851	14.4273	14.5957	14.8492	15.1231	15.3677	15.6465	15.8146	15.7909	16.0063	16.1802	16.5124	16.7606	16.9947	17.1299	17.3949	17.5818	17.8154	17.8058	18.1125	18.1447	18.4574	18.8348	18.8443	19.2322	19.4647	19.6198	19.7843	19.8754	20.0922	
0.102186	0.386865	0.662967	0.876139	0.900109	1.16961	1.53205	1.67581	1.89532	1.82294	2.40104	2.47962	2.89618	2.98121	2.99516	3.1362	3.31987	3.85571	3.93949	3.99526	4.30628	4.49434	4.54456	4.89275	5.0497	5.3766	5.57134	5.74988	5.68316	6.04239	6.49841	6.48893	6.80021	6.96631	7.06711	7.47957	7.55727	7.74396	8.01446	8.13051	8.31101	8.4854	8.7539	9.0684	9.20457	9.23458	9.49523	9.68021	10.0276	10.2283	10.187	10.7565	10.6149	10.9305	11.2041	11.3599	11.4433	11.4718	11.9397	12.2424	12.2642	12.5249	12.6852	12.9219	13.0972	13.3559	13.5178	13.698	14.0067	14.2192	14.3345	14.4037	14.6513	14.928	15.081	15.3369	15.2926	15.8638	16.0419	16.2802	16.2059	16.5768	16.606	16.9903	16.9708	17.2908	17.4222	17.7456	17.9092	18.2294	18.526	18.6387	18.5958	18.9953	19.065	19.3517	19.5866	19.7289	19.7777	20.2156	
0.183503	0.417409	0.741274	0.922147	1.14052	1.38122	1.44409	1.67463	2.12254	1.98006	2.43527	2.60909	2.55795	2.74769	2.95236	3.34685	3.48193	3.73235	3.85383	3.86105	4.20316	4.43063	4.69954	4.97819	5.24101	5.25761	5.50303	5.77269	5.95372	6.19242	6.38105	6.32037	6.76494	6.75703	7.03709	7.30533	7.50773	7.72222	7.88431	8.11779	8.12271	8.54038	8.7421	8.75668	9.2916	9.25216	9.54538	9.794	9.8411	9.95625	10.3063	10.4798	10.632	11.0131	11.0621	11.3331	11.5163	11.4205	11.8555	11.8871	12.2305	12.457	12.6414	12.8334	13.0485	13.2985	13.4464	13.7995	13.9097	13.9093	14.3445	14.6215	14.3673	14.8277	15.0729	15.3545	15.6388	15.785	15.7896	16.1733	16.3654	16.4649	16.6318	16.837	16.9843	17.1478	17.4465	17.6188	17.9477	18.1499	18.2718	18.4897	18.7636	19.1064	19.0944	19.2225	19.6073	19.7619	19.841	20.1548	
0.314891	0.418422	0.815074	0.852637	0.934559	1.3752	1.37092	1.77395	1.78493	2.15562	2.36399	2.63973	2.83932	2.89432	2.97669	3.21354	3.63461	3.75354	3.87438	4.13579	4.54312	4.51937	4.7027	5.08649	5.24251	5.33686	5.49994	5.78656	6.01386	6.11702	6.21214	6.67858	6.83086	6.86853	7.00251	7.19168	7.60264	7.73502	7.93258	8.17319	8.25039	8.44773	8.72935	8.89926	9.14438	9.48186	9.48584	9.66594	9.92479	10.09	10.1144	10.3397	10.8092	11.0201	11.1545	10.9932	11.5709	11.6061	12.0708	12.0652	12.3533	12.6257	12.7573	12.8222	13.092	13.4373	13.4457	13.6567	14.0236	14.17	14.2884	14.6366	14.6285	14.9736	15.0295	15.152	15.432	15.7581	15.8788	16.1423	16.0109	16.5025	16.6508	16.9425	17.0518	17.3532	17.5111	17.8595	17.9091	17.8991	18.2	18.5488	18.4093	18.9315	19.145	19.3199	19.4011	19.6179	20.0585	20.2672	
0.387176	0.79435	0.832064	1.07151	1.14519	1.30939	1.39831	1.52898	1.94484	2.02251	2.47405	2.52426	2.59036	2.88239	3.04449	3.37842	3.472	3.70164	3.9638	4.06558	4.09919	4.44858	4.75172	4.81646	4.96265	5.19292	5.54679	5.84676	5.90639	6.04946	6.2428	6.59819	6.4597	6.94404	6.99938	7.17963	7.32726	7.83042	8.01977	8.01698	8.39331	8.58056	8.74233	8.98376	9.05224	9.39742	9.5144	9.69073	9.8667	10.1672	10.455	10.4683	10.6074	10.9855	11.0477	11.3921	11.3932	11.7117	11.8175	12.2892	12.3062	12.1566	12.7074	12.8617	13.1286	13.3497	13.438	13.7595	13.7707	14.1999	13.9792	14.4617	14.7248	14.8216	15.201	15.2447	15.4125	15.6733	15.9797	16.1968	16.3042	16.5063	16.6807	16.9155	17.1908	17.243	17.3765	17.6318	18.0149	18.1309	18.2577	18.3141	18.7437	18.7401	18.9147	19.3872	19.4312	19.6492	19.9205	19.9398	
0.360079	0.574605	0.635314	0.980349	1.03193	1.3798	1.55849	1.59934	1.8743	2.11953	2.10525	2.63334	2.90623	3.04011	3.06022	3.22923	3.41553	3.75862	3.8848	4.11527	4.21245	4.42039	4.7242	4.87939	5.19651	5.18344	5.39964	5.58021	5.92231	5.97789	6.3866	6.64616	6.81139	6.85602	7.09431	7.38856	7.62809	7.66665	7.87627	8.29643	8.11981	8.41856	8.83406	8.93812	9.06973	9.22409	9.35237	9.70349	9.96159	10.2789	10.325	10.5981	10.6232	10.8576	11.1662	11.4049	11.5304	11.5837	11.7577	12.0455	12.2644	12.5319	12.848	12.905	13.275	13.3551	13.5183	13.6428	14.0412	14.2468	14.2744	14.4431	14.6503	14.9084	15.3353	15.4114	15.5489	15.6647	16.0655	16.2028	16.2508	16.501	16.8622	16.8684	17.3191	17.3855	17.4897	17.5622	18.0584	18.0649	18.2916	18.3643	18.5889	18.77	19.1179	19.3725	19.393	19.678	19.9644	20.1186	
0.110867	0.559647	0.875263	0.780803	1.09215	1.35723	1.53833	1.71783	1.9413	2.07109	2.20049	2.43562	2.56837	2.92607	3.11668	3.24325	3.33902	3.58802	4.02578	4.07609	4.35654	4.63222	4.71391	4.82596	5.16411	5.03581	5.51081	5.68262	5.99705	6.18266	6.25469	6.57776	6.71117	6.87376	6.92916	7.22635	7.60178	7.66719	8.00879	8.11426	8.34621	8.34092	8.60202	8.97968	9.1869	9.31701	9.35758	9.85086	9.91545	10.238	10.4396	10.42	10.7545	10.8864	11.2918	11.4703	11.4504	11.8204	11.841	12.1246	12.3362	12.4402	12.5923	12.9216	13.2086	13.2323	13.621	13.577	13.9928	14.1712	14.4473	14.7445	14.5633	15.1873	15.3489	15.1323	15.4263	15.862	16.0456	15.9636	16.2949	16.5708	16.5726	16.7951	17.0954	17.3311	17.3307	17.6326	17.8686	18.2197	18.274	18.4323	18.5975	18.7747	19.0935	19.0581	19.4421	19.6764	19.8893	19.9425	
0.301823	0.424838	0.810843	0.746397	1.04417	1.16388	1.62449	1.64069	1.88372	2.4219	2.57885	2.46565	2.65572	2.96481	3.13925	3.34771	3.51282	3.68203	3.98907	4.156	4.4302	4.44089	4.66399	4.72136	5.13255	5.29913	5.63666	5.49716	6.02508	6.16482	6.17383	6.57728	6.74956	6.99562	7.15114	7.41734	7.63449	7.75255	8.03873	8.19221	8.46972	8.45993	8.83265	8.87506	9.10303	9.3377	9.4444	9.7587	9.96946	10.0494	9.94693	10.5493	10.7432	10.91	11.248	11.29	11.4892	11.7454	11.8093	12.0272	12.2187	12.4924	12.9437	12.8663	13.1117	13.3407	13.4626	13.8176	13.7993	14.0803	14.3038	14.4925	14.5888	15.0226	15.1297	15.1797	15.5685	15.5717	15.9588	16.2254	16.4077	16.6586	16.7628	17.0523	17.1284	17.3789	17.4749	17.5676	17.7895	18.0096	18.3179	18.4571	18.7142	19.0528	19.1025	19.3268	19.4345	19.7092	19.9344	20.1654	
0.203955	0.491596	0.711524	0.951564	1.14974	1.26854	1.46497	1.81003	1.93446	2.11308	2.29075	2.52267	2.6331	2.9913	3.07331	3.30076	3.54484	3.64843	3.80421	4.12955	4.27427	4.46834	4.7865	4.90687	5.15495	5.22219	5.60845	5.81703	6.0019	5.93782	6.2619	6.58113	6.68995	6.92335	7.0062	7.31827	7.54097	7.57324	7.87428	8.15095	8.35136	8.47596	8.68542	8.78148	8.95523	9.29035	9.43283	9.70742	9.82205	9.96318	10.5175	10.613	10.7359	10.9195	11.1672	11.2688	11.4658	11.778	12.1744	12.0034	12.3744	12.4244	12.7839	12.8702	12.9858	13.208	13.5991	13.5821	13.9278	13.9356	14.4863	14.5495	14.6449	15.0855	15.0285	15.4434	15.4449	15.8177	16.0572	16.0413	16.4173	16.6511	16.6134	17.0123	17.1008	17.1885	17.4976	17.6954	17.8861	18.0509	18.4351	18.3873	18.7765	18.8247	19.1724	19.2957	19.3998	19.8123	20.098	19.9055	
